"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-actuator-2.0.3.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-actuator-2.0.3.RELEASE.jar,Spring Boot Actuator,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",59cce7f8136aa9e11286f2e648f37660,5aa239d8ad6d8130b055caebf44467b9c55d422b,pkg:maven/org.springframework.boot/spring-boot-actuator@2.0.3.RELEASE,cpe:2.3:a:vmware:spring_boot:2.0.3:release:*:*:*:*:*:*,CVE-2023-34055,CWE-noinfo,"In Spring Boot versions 2.7.0 - 2.7.17, 3.0.0-3.0.12 and 3.1.0-3.1.5, it is possible for a user to provide specially crafted HTTP requests that may cause a denial-of-service (DoS) condition.  Specifically, an application is vulnerable when all of the following are true:    *  the application uses Spring MVC or Spring WebFlux   *  org.springframework.boot:spring-boot-actuator�s on the classpath",OSSINDEX,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,43,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-admin-server-2.0.1.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-admin-server-2.0.1.jar,Spring Boot Admin Server,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",c0b866ba4ce281dc811c1118f5de87df,fc6d873af739193d1cda5417f8e7bc57fbfe81a4,pkg:maven/de.codecentric/spring-boot-admin-server@2.0.1,"cpe:2.3:a:codecentric:spring_boot_admin:2.0.1:*:*:*:*:*:*:*, cpe:2.3:a:spring-boot-admin_project:spring-boot-admin:2.0.1:*:*:*:*:*:*:*",CVE-2022-46166,CWE-94 Improper Control of Generation of Code ('Code Injection'),"Spring boot admins is an open source administrative user interface for management of spring boot applications. All users who run Spring Boot Admin Server, having enabled Notifiers (e.g. Teams-Notifier) and write access to environment variables via UI are affected. Users are advised to upgrade to the most recent releases of Spring Boot Admin 2.6.10 and 2.7.8 to resolve this issue. Users unable to upgrade may disable any notifier or disable write access (POST request) on `/env` actuator endpoint.",NVD,"","","",CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,48,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-admin-server-2.0.1.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-admin-server-2.0.1.jar,Spring Boot Admin Server,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",c0b866ba4ce281dc811c1118f5de87df,fc6d873af739193d1cda5417f8e7bc57fbfe81a4,pkg:maven/de.codecentric/spring-boot-admin-server@2.0.1,"cpe:2.3:a:codecentric:spring_boot_admin:2.0.1:*:*:*:*:*:*:*, cpe:2.3:a:spring-boot-admin_project:spring-boot-admin:2.0.1:*:*:*:*:*:*:*",CVE-2023-38286,CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection'),"Thymeleaf through 3.1.1.RELEASE, as used in spring-boot-admin (aka Spring Boot Admin) through 3.1.1 and other products, allows sandbox bypass via crafted HTML. This may be relevant for SSTI (Server Side Template Injection) and code execution in spring-boot-admin if MailNotifier is enabled and there is write access to environment variables via the UI.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:1.6/RC:R/MAV:A,HIGH,48,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-admin-server-ui-2.0.1.jar: vendors.js,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-admin-server-ui-2.0.1.jar\META-INF\spring-boot-admin-server-ui\assets\js\vendors.js,"","",8227821dd1857572177525be5084085c,1cb47b87026b5c7c3931154c3bc3ba9aa4955bf1,"pkg:javascript/moment.js@2.22.2, pkg:javascript/vue@2.5.16","",CVE-2022-24785,"CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'), CWE-27 Path Traversal: 'dir/../../filename'","Moment.js is a JavaScript date library for parsing, validating, manipulating, and formatting dates. A path traversal vulnerability impacts npm (server) users of Moment.js between versions 1.0.1 and 2.29.1, especially if a user-provided locale string is directly used to switch moment locale. This problem is patched in 2.29.2, and the patch can be applied to all affected versions. As a workaround, sanitize the user-provided locale name before passing it to Moment.js.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N/E:3.9/RC:R/MAV:A,"HIGHEST, HIGHEST",6,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-admin-server-ui-2.0.1.jar: vendors.js,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-admin-server-ui-2.0.1.jar\META-INF\spring-boot-admin-server-ui\assets\js\vendors.js,"","",8227821dd1857572177525be5084085c,1cb47b87026b5c7c3931154c3bc3ba9aa4955bf1,"pkg:javascript/moment.js@2.22.2, pkg:javascript/vue@2.5.16","",CVE-2022-31129,"CWE-400 Uncontrolled Resource Consumption, CWE-1333 Inefficient Regular Expression Complexity","moment is a JavaScript date library for parsing, validating, manipulating, and formatting dates. Affected versions of moment were found to use an inefficient parsing algorithm. Specifically using string-to-date parsing in moment (more specifically rfc2822 parsing, which is tried by default) has quadratic (N^2) complexity on specific inputs. Users may notice a noticeable slowdown is observed with inputs above 10k characters. Users who pass user-provided strings without sanity length checks to moment constructor are vulnerable to (Re)DoS attacks. The problem is patched in 2.29.4, the patch can be applied to all affected versions with minimal tweaking. Users are advised to upgrade. Users unable to upgrade should consider limiting date lengths accepted from user input.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,"HIGHEST, HIGHEST",6,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-admin-server-ui-2.0.1.jar: vendors.js,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-admin-server-ui-2.0.1.jar\META-INF\spring-boot-admin-server-ui\assets\js\vendors.js,"","",8227821dd1857572177525be5084085c,1cb47b87026b5c7c3931154c3bc3ba9aa4955bf1,"pkg:javascript/moment.js@2.22.2, pkg:javascript/vue@2.5.16","",CVE-2023-22467,CWE-1333 Inefficient Regular Expression Complexity,"Luxon is a library for working with dates and times in JavaScript. On the 1.x branch prior to 1.38.1, the 2.x branch prior to 2.5.2, and the 3.x branch on 3.2.1, Luxon's `DateTime.fromRFC2822() has quadratic (N^2) complexity on some specific inputs. This causes a noticeable slowdown for inputs with lengths above 10k characters. Users providing untrusted data to this method are therefore vulnerable to (Re)DoS attacks. This issue also appears in Moment as CVE-2022-31129. Versions 1.38.1, 2.5.2, and 3.2.1 contain patches for this issue. As a workaround, limit the length of the input.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,"HIGHEST, HIGHEST",6,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-admin-server-ui-2.0.1.jar: vendors.js,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-admin-server-ui-2.0.1.jar\META-INF\spring-boot-admin-server-ui\assets\js\vendors.js,"","",8227821dd1857572177525be5084085c,1cb47b87026b5c7c3931154c3bc3ba9aa4955bf1,"pkg:javascript/moment.js@2.22.2, pkg:javascript/vue@2.5.16","",Bump vue-server-renderer's dependency of serialize-javascript to 2.1.2,"",Bump vue-server-renderer's dependency of serialize-javascript to 2.1.2,RETIREJS,"","","","","","","HIGHEST, HIGHEST",6,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-admin-server-ui-2.0.1.jar: vendors.js,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-admin-server-ui-2.0.1.jar\META-INF\spring-boot-admin-server-ui\assets\js\vendors.js,"","",8227821dd1857572177525be5084085c,1cb47b87026b5c7c3931154c3bc3ba9aa4955bf1,"pkg:javascript/moment.js@2.22.2, pkg:javascript/vue@2.5.16","",potential xss in ssr when using v-bind,"",potential xss in ssr when using v-bind,RETIREJS,"","","","","","","HIGHEST, HIGHEST",6,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-starter-reactor-netty-2.0.3.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-starter-reactor-netty-2.0.3.RELEASE.jar,Starter for using Reactor Netty as the embedded reactive HTTP server.,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",60fdb6cef17239de4640dd36f3ddc7b1,5add122a3147500c3b01e36671c0b54b283ca4be,pkg:maven/org.springframework.boot/spring-boot-starter-reactor-netty@2.0.3.RELEASE,"cpe:2.3:a:pivotal:reactor_netty:2.0.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot:2.0.3:release:*:*:*:*:*:*",CVE-2023-20873,NVD-CWE-noinfo,"In Spring Boot versions 3.0.0 - 3.0.5, 2.7.0 - 2.7.10, and older unsupported versions, an application that is deployed to Cloud Foundry could be susceptible to a security bypass. Users of affected versions should apply the following mitigation: 3.0.x users should upgrade to 3.0.6+. 2.7.x users should upgrade to 2.7.11+. Users of older, unsupported versions should upgrade to 3.0.6+ or 2.7.11+.",NVD,"","","",CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,36,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-starter-reactor-netty-2.0.3.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-starter-reactor-netty-2.0.3.RELEASE.jar,Starter for using Reactor Netty as the embedded reactive HTTP server.,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",60fdb6cef17239de4640dd36f3ddc7b1,5add122a3147500c3b01e36671c0b54b283ca4be,pkg:maven/org.springframework.boot/spring-boot-starter-reactor-netty@2.0.3.RELEASE,"cpe:2.3:a:pivotal:reactor_netty:2.0.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot:2.0.3:release:*:*:*:*:*:*",CVE-2022-27772,CWE-668 Exposure of Resource to Wrong Sphere,spring-boot versions prior to version v2.2.11.RELEASE was vulnerable to temporary directory hijacking. This vulnerability impacted the org.springframework.boot.web.server.AbstractConfigurableWebServerFactory.createTempDir method. NOTE: This vulnerability only affects products and/or versions that are no longer supported by the maintainer,NVD,MEDIUM,4.6,/AV:L/AC:L/Au:N/C:P/I:P/A:P,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:1.8/RC:R/MAV:A,HIGH,36,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-starter-reactor-netty-2.0.3.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-starter-reactor-netty-2.0.3.RELEASE.jar,Starter for using Reactor Netty as the embedded reactive HTTP server.,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",60fdb6cef17239de4640dd36f3ddc7b1,5add122a3147500c3b01e36671c0b54b283ca4be,pkg:maven/org.springframework.boot/spring-boot-starter-reactor-netty@2.0.3.RELEASE,"cpe:2.3:a:pivotal:reactor_netty:2.0.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot:2.0.3:release:*:*:*:*:*:*",CVE-2023-20883,CWE-400 Uncontrolled Resource Consumption,"In Spring Boot versions 3.0.0 - 3.0.6, 2.7.0 - 2.7.11, 2.6.0 - 2.6.14, 2.5.0 - 2.5.14 and older unsupported versions, there is potential for a denial-of-service (DoS) attack if Spring MVC is used together with a reverse proxy cache.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGH,36,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-starter-thymeleaf-2.0.3.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-starter-thymeleaf-2.0.3.RELEASE.jar,Starter for building MVC web applications using Thymeleaf views,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",3be8db602191ef1ad900875bfcc50ffc,7a8cf11f5b7faa244e1979df491811bc0c858743,pkg:maven/org.springframework.boot/spring-boot-starter-thymeleaf@2.0.3.RELEASE,"cpe:2.3:a:thymeleaf:thymeleaf:2.0.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot:2.0.3:release:*:*:*:*:*:*",CVE-2023-20873,NVD-CWE-noinfo,"In Spring Boot versions 3.0.0 - 3.0.5, 2.7.0 - 2.7.10, and older unsupported versions, an application that is deployed to Cloud Foundry could be susceptible to a security bypass. Users of affected versions should apply the following mitigation: 3.0.x users should upgrade to 3.0.6+. 2.7.x users should upgrade to 2.7.11+. Users of older, unsupported versions should upgrade to 3.0.6+ or 2.7.11+.",NVD,"","","",CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,36,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-starter-thymeleaf-2.0.3.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-starter-thymeleaf-2.0.3.RELEASE.jar,Starter for building MVC web applications using Thymeleaf views,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",3be8db602191ef1ad900875bfcc50ffc,7a8cf11f5b7faa244e1979df491811bc0c858743,pkg:maven/org.springframework.boot/spring-boot-starter-thymeleaf@2.0.3.RELEASE,"cpe:2.3:a:thymeleaf:thymeleaf:2.0.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot:2.0.3:release:*:*:*:*:*:*",CVE-2022-27772,CWE-668 Exposure of Resource to Wrong Sphere,spring-boot versions prior to version v2.2.11.RELEASE was vulnerable to temporary directory hijacking. This vulnerability impacted the org.springframework.boot.web.server.AbstractConfigurableWebServerFactory.createTempDir method. NOTE: This vulnerability only affects products and/or versions that are no longer supported by the maintainer,NVD,MEDIUM,4.6,/AV:L/AC:L/Au:N/C:P/I:P/A:P,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:1.8/RC:R/MAV:A,HIGH,36,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-starter-thymeleaf-2.0.3.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-starter-thymeleaf-2.0.3.RELEASE.jar,Starter for building MVC web applications using Thymeleaf views,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",3be8db602191ef1ad900875bfcc50ffc,7a8cf11f5b7faa244e1979df491811bc0c858743,pkg:maven/org.springframework.boot/spring-boot-starter-thymeleaf@2.0.3.RELEASE,"cpe:2.3:a:thymeleaf:thymeleaf:2.0.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot:2.0.3:release:*:*:*:*:*:*",CVE-2023-20883,CWE-400 Uncontrolled Resource Consumption,"In Spring Boot versions 3.0.0 - 3.0.6, 2.7.0 - 2.7.11, 2.6.0 - 2.6.14, 2.5.0 - 2.5.14 and older unsupported versions, there is potential for a denial-of-service (DoS) attack if Spring MVC is used together with a reverse proxy cache.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGH,36,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-starter-thymeleaf-2.0.3.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-starter-thymeleaf-2.0.3.RELEASE.jar,Starter for building MVC web applications using Thymeleaf views,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",3be8db602191ef1ad900875bfcc50ffc,7a8cf11f5b7faa244e1979df491811bc0c858743,pkg:maven/org.springframework.boot/spring-boot-starter-thymeleaf@2.0.3.RELEASE,"cpe:2.3:a:thymeleaf:thymeleaf:2.0.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot:2.0.3:release:*:*:*:*:*:*",CVE-2023-38286,CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection'),"Thymeleaf through 3.1.1.RELEASE, as used in spring-boot-admin (aka Spring Boot Admin) through 3.1.1 and other products, allows sandbox bypass via crafted HTML. This may be relevant for SSTI (Server Side Template Injection) and code execution in spring-boot-admin if MailNotifier is enabled and there is write access to environment variables via the UI.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:1.6/RC:R/MAV:A,HIGH,36,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-starter-web-2.0.3.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-starter-web-2.0.3.RELEASE.jar,"Starter for building web, including RESTful, applications using Spring 		MVC. Uses Tomcat as the default embedded container","Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",19e84a6bc89c771f95538f4b73b572bc,41fd4180bea3813de8f3c602b5a126218360315b,pkg:maven/org.springframework.boot/spring-boot-starter-web@2.0.3.RELEASE,"cpe:2.3:a:vmware:spring_boot:2.0.3:release:*:*:*:*:*:*, cpe:2.3:a:web_project:web:2.0.3:release:*:*:*:*:*:*",CVE-2023-20873,NVD-CWE-noinfo,"In Spring Boot versions 3.0.0 - 3.0.5, 2.7.0 - 2.7.10, and older unsupported versions, an application that is deployed to Cloud Foundry could be susceptible to a security bypass. Users of affected versions should apply the following mitigation: 3.0.x users should upgrade to 3.0.6+. 2.7.x users should upgrade to 2.7.11+. Users of older, unsupported versions should upgrade to 3.0.6+ or 2.7.11+.",NVD,"","","",CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,36,"","","","","","","",""
